income,deductions,filing_history,previous_audit,tax_paid,fraud
1218091,257802,5,1,186132,1
790624,413593,4,1,202371,1
1840189,110289,5,0,196634,0
726999,201234,5,0,251609,0
203617,267427,1,1,38012,1
1066971,288335,4,1,258342,1
1965304,427265,4,1,177884,1
289708,323789,1,0,275900,1
385921,300546,1,0,125769,1
798074,167506,2,0,150303,0
1082446,91754,0,1,141677,1
448779,32970,3,1,162044,1
752122,60278,4,1,123931,1
1954682,204251,1,1,72279,1
751386,344502,2,1,182827,1
816842,294567,1,0,146562,0
1134105,60355,1,1,169782,1
900122,139889,0,0,265623,0
1650141,267100,0,1,192516,1
1811223,88567,2,0,156025,0
524075,155661,1,1,178344,1
1622470,357773,3,1,190310,1
1506083,89867,3,1,218930,1
1936670,354381,2,1,36403,1
505395,348564,5,1,261842,1
1193051,282530,2,1,70811,1
807801,45085,0,0,72006,0
246367,219745,0,0,125341,1
1511977,318614,3,1,299800,1
1925484,363969,3,0,282232,0
1872138,59110,4,1,228051,1
1611738,200319,1,0,128974,0
426910,226737,4,1,60532,1
1587000,309011,0,1,251044,1
1490042,128466,3,1,296341,1
1283898,393100,3,1,74477,1
723736,324824,3,0,69763,0
678931,275554,1,0,72620,0
253100,237100,1,1,128421,1
922401,275616,5,1,132557,1
1031007,188305,2,0,130841,0
317791,20577,3,1,278963,1
1861198,450737,0,0,158942,0
1145878,104641,1,0,62455,0
1014420,432366,4,1,261942,1
794733,355897,5,1,248719,1
1308901,109271,2,1,110673,1
506549,165629,5,1,145559,1
598259,27269,1,1,253241,1
1003494,131544,2,0,144003,0
1626977,31928,4,1,24661,1
1958811,100215,0,0,67840,0
346572,205834,0,1,70582,1
1852218,205961,5,0,108361,0
1135664,388250,2,1,220044,1
1808648,44933,4,0,55561,0
1797352,280830,1,0,177102,0
1461201,316630,3,1,234931,1
422976,94897,1,0,162670,0
406250,464053,2,1,197440,1
1369322,25191,2,1,289186,1
363621,276910,3,0,118013,1
685824,40622,2,0,191500,0
1655525,321099,5,0,269423,0
1269533,296790,4,0,230335,0
1977841,369878,4,0,181075,0
1086291,38213,1,1,261083,1
456648,464367,0,0,252535,1
429769,62581,1,0,251880,0
1040572,381817,3,1,265745,1
1876003,330266,4,1,279852,1
955479,228717,2,1,222339,1
1502149,123236,3,1,215974,1
801825,262641,4,1,270609,1
806331,29097,5,1,278413,1
266273,393120,3,0,109157,1
1572525,310630,0,0,158889,0
296628,471862,3,1,40071,1
1860648,136098,3,1,78572,1
210095,40109,5,0,220859,0
1541201,419773,1,1,239792,1
1610209,304809,4,1,193740,1
1615749,228950,5,0,184557,0
1885690,346480,5,1,199720,1
1153859,298449,2,1,67169,1
1978687,219414,2,0,104362,0
1668967,111756,2,0,208107,0
1608634,447917,1,1,102617,1
1409147,24067,0,0,265712,0
1797117,343984,4,1,46074,1
1659420,137655,3,0,256222,0
760032,466476,2,1,155316,1
1985967,292795,4,1,200603,1
966910,145726,5,1,143685,1
550139,258804,4,1,175197,1
1171758,237292,4,0,43624,0
1231142,333160,2,1,272430,1
1605071,441164,0,1,295231,1
1365924,423238,3,0,248551,0
325823,416864,3,0,197665,1
1048468,192799,5,1,36419,1
270238,322283,2,1,269121,1
1460751,95796,4,1,117980,1
1330021,405639,0,1,75830,1
1362135,356413,0,1,228825,1
729549,28996,4,1,260284,1
867667,114502,4,1,86010,1
468342,42653,1,1,168968,1
757629,441027,4,1,90276,1
1215972,176415,0,0,237616,0
1013991,223477,3,0,47759,0
661001,52347,4,1,256317,1
371712,436082,2,0,298661,1
819412,490069,1,0,65373,0
321997,406669,4,0,38379,1
1995749,247762,0,0,163206,0
1840986,185412,0,1,178837,1
1775379,263582,0,1,271532,1
1763501,493788,3,0,252271,0
1794517,312997,4,0,182600,0
909386,20794,1,1,51231,1
1989449,381557,0,0,29232,0
948862,219536,3,0,265127,0
1426643,281244,0,0,74306,0
657077,412148,3,1,248693,1
1126666,166169,2,1,66111,1
375834,193698,2,0,233655,0
517274,68105,0,0,185712,0
1928651,207664,3,0,204061,0
1844149,163632,5,1,63784,1
1426030,489378,0,0,71438,0
1152975,178869,1,1,261420,1
1476523,339241,4,0,191031,0
404102,331275,4,1,90596,1
1017005,371069,5,1,45162,1
1164142,113796,5,1,94751,1
770382,39679,4,1,97251,1
700327,216291,0,0,278656,0
558007,296747,3,1,93092,1
410707,294948,5,1,125098,1
589170,77071,3,1,198479,1
1923709,301735,4,0,159691,0
935186,366529,3,1,219155,1
1677752,359685,2,1,157999,1
1116057,96929,4,0,211003,0
1213751,19570,3,0,295699,0
1511145,285877,5,1,234763,1
1007853,56845,4,1,294804,1
1804108,178644,3,0,204199,0
1309322,262111,4,0,32988,0
1467202,481899,5,0,251719,0
1725358,477860,1,1,77708,1
1201589,373330,3,0,160798,0
691286,248523,4,1,261569,1
894417,484415,1,0,112602,0
1432429,201003,5,0,263012,0
1343634,338923,2,0,270171,0
916407,334223,0,1,69811,1
231492,107585,4,0,45486,0
710069,424412,0,0,58744,0
604885,487829,2,1,24220,1
1623880,232129,3,0,234833,0
1806893,89773,1,1,229061,1
1732187,230842,4,1,274416,1
488536,463918,4,0,87356,1
1397618,474935,3,1,127478,1
1554424,254141,2,0,33518,0
1782019,80533,4,1,145642,1
847137,67700,3,0,264777,0
1245663,394153,2,1,100857,1
1198971,485918,1,0,249695,0
1423157,334851,1,1,196780,1
1209449,249018,1,0,111164,0
523256,260041,4,1,250780,1
1688751,161569,4,1,127231,1
964605,278419,1,1,122176,1
855609,241956,2,1,291845,1
771964,318362,3,0,156020,0
1720151,485785,0,0,225353,0
1354040,385847,2,1,292417,1
806479,425150,4,1,155521,1
600902,467076,2,0,287780,1
255469,14244,5,0,80293,0
1648532,386677,2,1,202926,1
1332812,304729,1,1,122509,1
1287113,114204,2,0,73515,0
1143013,430291,1,0,179329,0
1194011,115179,4,1,54659,1
1154531,259825,4,1,92263,1
666292,254249,5,1,140628,1
1647750,89422,5,1,120069,1
1483911,496134,4,1,152390,1
1088868,369876,3,0,212986,0
1631049,499453,5,0,212316,0
1890710,94151,5,0,181285,0
962455,232731,4,1,227421,1
503554,58368,2,1,174029,1
1805167,59952,1,1,229468,1
1718233,361749,1,0,167162,0
1043967,496077,2,0,125340,0
670100,64700,5,1,106265,1
492435,25869,2,1,241080,1
1038614,304237,2,0,250125,0
1644102,305929,3,0,230471,0
1318318,310181,4,1,50196,1
1510808,117378,0,1,72005,1
805403,214167,0,1,146353,1
1557608,260559,4,1,144984,1
810798,258718,0,0,272080,0
1509363,496324,5,0,54514,0
586716,115906,2,1,171173,1
650730,206654,2,0,261759,0
1431203,59373,4,0,175063,0
1157992,379575,2,1,147373,1
1840303,423398,4,1,278690,1
822372,284167,3,0,257955,0
646642,98391,3,0,276248,0
337704,232892,5,0,72481,1
1159084,211202,4,1,124011,1
763554,422680,3,1,82620,1
1079873,38898,1,0,134642,0
1606562,444376,1,1,185166,1
1012649,90272,4,0,176492,0
724516,29596,5,1,153702,1
733854,262887,3,1,174149,1
1322111,113291,4,0,188074,0
1842494,197876,2,0,216781,0
1335383,316080,0,0,59901,0
1336491,226048,0,1,44793,1
346592,39091,5,1,181544,1
1484406,392378,4,1,216799,1
1493965,243327,2,1,108546,1
1460614,406837,3,1,110902,1
847379,368096,0,0,262705,0
526951,17440,5,0,176482,0
810445,482148,4,1,214098,1
516478,376756,2,1,137068,1
336223,349728,0,0,61989,1
701742,378915,4,1,185975,1
568757,191356,5,1,240311,1
589556,187508,0,0,251102,0
1106724,467874,2,0,192331,0
1111802,411097,4,0,160243,0
1508525,254624,4,1,127854,1
1514065,189221,2,1,269223,1
1804468,332518,0,1,87958,1
460583,60889,0,1,270679,1
1600478,12744,2,1,138676,1
920295,320283,4,1,74176,1
637757,287385,4,1,204845,1
1968702,37597,3,1,53263,1
964294,312715,4,0,285348,0
464073,270446,5,0,274372,0
1604744,224703,4,0,238791,0
552785,483881,5,0,274669,1
1450321,78162,0,1,48668,1
939605,266928,0,1,62197,1
801908,344406,1,1,272182,1
317087,420185,2,1,27930,1
1326829,42438,4,0,112632,0
325762,217298,2,0,41494,1
814755,354254,4,1,214297,1
227584,454376,0,1,71774,1
732340,338414,2,0,217345,0
1232494,275844,5,0,85771,0
1665981,489664,2,1,244231,1
1402321,471888,4,1,54567,1
489054,335746,1,0,79740,1
1617557,133196,1,1,218575,1
695876,150563,0,0,227169,0
509151,209533,1,0,93839,0
377161,24983,5,1,240730,1
1598083,26381,2,1,104365,1
731642,457441,0,0,35049,1
693433,367368,2,1,284141,1
502403,73337,4,1,221614,1
1532744,463894,2,0,104037,0
995231,497659,3,1,208980,1
1427957,280883,0,1,224603,1
274010,116682,0,1,147073,1
1333085,309361,0,0,41273,0
677861,187396,4,1,70862,1
915221,367779,5,1,183859,1
1063966,255101,3,1,211311,1
1581318,20180,3,0,280230,0
650795,434898,1,1,217213,1
1076774,477072,1,0,141627,0
1521699,435113,4,0,222114,0
1702335,169327,2,1,229714,1
1570102,239994,1,1,68838,1
1995242,199392,0,0,206064,0
292634,96358,0,0,228137,0
1458295,125064,1,0,147829,0
541306,468224,1,0,215557,1
677955,240832,1,0,169523,0
1642093,269982,2,0,142039,0
1450187,180284,2,0,160014,0
1765409,269031,3,0,296450,0
895190,305790,4,0,277185,0
1700526,450923,2,1,194284,1
1392842,163615,0,1,215518,1
391967,76052,4,0,283327,0
694252,481925,3,0,146868,1
1074308,50094,2,0,169802,0
1021236,329831,4,1,135051,1
656895,318420,2,0,197173,0
1066323,226471,3,0,21849,0
626467,130765,5,0,21486,0
529005,269599,5,1,172732,1
1225637,192227,0,0,217909,0
1262832,331290,5,1,222890,1
1854271,121931,2,0,130297,0
1016726,300841,0,1,190471,1
1815398,159791,3,1,106364,1
226959,62473,4,0,285356,0
578824,141392,4,1,252424,1
1304977,293715,5,0,256205,0
742284,180461,1,1,118198,1
1102911,456621,3,1,292897,1
1264199,170579,3,0,104513,0
409650,389727,1,0,197643,1
988167,69885,3,1,192460,1
1850355,358342,2,1,281225,1
1556777,499437,5,1,280932,1
1880459,485236,0,1,277094,1
1213587,354413,0,0,122004,0
523592,74936,3,0,186309,0
723387,24169,2,0,80429,0
1697958,345650,4,0,177951,0
780665,116099,4,1,181632,1
1461681,19801,1,0,188933,0
991597,423051,5,0,295131,0
519891,41492,5,0,251506,0
1280486,62825,2,1,189196,1
1224384,307215,3,0,113929,0
304736,160823,4,0,208864,0
367263,161780,5,0,235492,0
1607958,285703,0,1,256744,1
952109,262152,2,0,284589,0
1919436,48009,3,0,277825,0
780733,218665,5,0,214810,0
1601205,306669,1,0,62975,0
1475546,211822,5,1,188224,1
224262,222352,2,0,226234,1
1232431,120859,4,1,38995,1
1170936,379715,5,1,200447,1
1173880,169650,5,1,276347,1
1187126,391405,2,0,196825,0
939100,66112,5,0,108719,0
1330359,409733,1,1,160853,1
1359723,342840,3,1,284210,1
1405472,168304,3,1,169836,1
1436388,425056,5,1,192094,1
1049516,22468,2,0,172711,0
1755231,137260,4,1,178208,1
1718510,146088,5,1,190527,1
1445160,296070,2,1,89397,1
1828523,288824,2,0,163142,0
1792919,214553,4,0,275478,0
534402,327383,0,1,50365,1
1641101,464609,0,0,264970,0
791362,379418,0,1,110982,1
1049974,353084,1,0,139298,0
1476161,441360,2,0,212082,0
955056,230773,5,0,210732,0
367459,304532,0,0,126030,1
641619,347498,3,1,42643,1
618138,343925,5,0,95047,0
459078,418926,2,0,94282,1
777021,10444,4,0,214175,0
333619,87549,5,1,197473,1
1382047,388044,2,1,289727,1
1393407,404870,3,0,89981,0
1080051,158290,1,0,68206,0
1314738,207094,3,0,86327,0
1536848,345325,1,1,294633,1
680401,44327,5,1,200189,1
312111,456161,2,1,229348,1
1251345,69104,3,1,248419,1
843013,480577,4,0,81308,0
1131774,165618,4,0,250691,0
1848862,85079,4,0,141247,0
218814,26795,1,1,173993,1
1125126,14832,4,0,199115,0
1055486,229694,1,1,195235,1
1930643,264377,2,0,273375,0
1130008,161068,3,1,162671,1
1891093,348874,0,1,127614,1
934916,207984,2,1,24855,1
732503,251354,1,0,60096,0
629246,498175,5,0,147285,1
1399800,360067,4,1,52216,1
202324,181389,5,1,202853,1
1944904,463967,0,0,147041,0
1969847,287614,0,0,47534,0
589647,91361,0,0,284412,0
1208785,315851,3,1,100117,1
1586405,360314,3,1,77907,1
1576424,21174,0,0,107737,0
283595,172164,2,1,233165,1
1473250,172505,4,0,29798,0
1108833,24944,4,0,184718,0
1933936,237374,5,0,243061,0
1447446,150695,5,1,131405,1
1929587,496303,0,1,228984,1
1851369,433269,3,0,157414,0
674733,35430,0,1,81566,1
1900179,258156,3,1,176523,1
713548,328713,2,1,175558,1
1493321,254262,4,1,140276,1
1424425,386264,1,1,103693,1
1215871,161583,2,1,22556,1
1946825,352566,2,0,260624,0
1446682,99735,1,1,70633,1
230597,238405,0,1,271285,1
1712537,200753,2,0,242840,0
590380,159023,3,0,204602,0
1460455,446123,3,0,171071,0
353547,379603,1,1,55516,1
1988142,17468,2,0,132804,0
825150,264582,1,1,50154,1
1511852,159642,4,1,195653,1
1353922,105471,2,1,257916,1
979230,475987,2,1,293290,1
859685,403364,2,0,104218,0
1069066,112444,2,0,170023,0
1287976,54974,4,0,222410,0
684955,236856,1,0,181306,0
1580539,466562,4,0,275901,0
1946197,221314,0,0,161132,0
1558666,122689,2,0,238290,0
514090,444791,4,1,70558,1
1138040,305266,1,0,75101,0
1723521,231639,0,0,32247,0
1515622,365199,0,0,69875,0
1503122,165432,3,0,233177,0
1242713,269580,2,0,265081,0
704885,91377,4,1,73808,1
863874,95937,1,1,118399,1
1888934,37204,5,1,25393,1
1282855,326566,2,1,51030,1
1719164,426043,2,0,242438,0
1826224,183772,1,1,263627,1
1209361,458637,3,0,288628,0
917648,435770,4,1,80020,1
1471078,337994,3,1,295525,1
554395,61052,1,1,60164,1
1074360,472566,1,0,76260,0
1534262,256048,2,0,73311,0
1388040,488367,4,1,52980,1
1254732,227765,1,1,90093,1
735138,228495,1,0,251459,0
281852,361151,1,0,280642,1
1008304,247457,2,0,85771,0
630836,358639,2,1,85729,1
530390,257640,4,0,119130,0
1293299,51588,0,0,258847,0
1565611,287687,5,0,194074,0
921511,452344,0,1,76880,1
1449565,455694,0,1,55936,1
1616138,360675,2,1,193538,1
760198,17696,2,1,28833,1
1800594,306951,0,1,142345,1
1077416,145401,2,1,109751,1
902168,142267,3,1,49816,1
1067375,252035,3,1,282466,1
1786631,25835,1,1,146984,1
1293755,366884,3,0,71785,0
1635662,13278,5,0,52552,0
1007530,415700,4,1,49988,1
982220,289740,1,0,295664,0
621824,461393,3,0,126845,1
386153,47321,2,1,135927,1
892254,195952,2,1,226616,1
820898,71182,1,0,71564,0
1468110,371981,1,1,295239,1
657584,450177,2,0,130231,1
1209100,377226,2,0,164981,0
1398927,305198,1,1,90874,1
354152,182504,3,1,196342,1
1220136,27783,5,1,66751,1
1194335,327590,1,0,233442,0
1774518,35569,0,1,124008,1
743621,217764,3,0,188944,0
1323461,177640,5,1,223706,1
1153991,312297,5,1,249075,1
758728,210349,0,1,136382,1
1186998,52674,3,1,233290,1
1110548,223196,0,0,108742,0
319642,499063,5,0,188864,1
806095,234925,2,0,129576,0
1858967,62584,4,1,284961,1
636887,380139,2,0,214879,0
1933133,425502,0,1,157523,1
1032072,423960,2,1,123263,1
429984,244532,4,0,128922,0
1235966,433860,1,1,28153,1
1397202,499471,5,0,81955,0
657204,212206,4,1,154335,1
1710115,106922,3,1,128598,1
1507156,17483,4,0,66686,0
1133769,50430,2,1,158241,1
626740,105001,3,0,156610,0
1881450,429816,5,1,243010,1
1815117,73252,0,1,71017,1
922855,284369,2,0,299213,0
1594808,371861,4,0,216023,0
665956,212585,4,1,253040,1
366835,437290,2,0,283883,1
299352,226472,0,1,75504,1
1943735,487297,2,0,273924,0
967787,356256,5,0,244919,0
724665,435632,1,0,142007,1
587018,490216,4,1,91335,1
466283,44467,1,0,122501,0
1401069,178714,2,1,79930,1
797100,267881,5,1,269292,1
1273841,450453,1,0,297214,0
1089126,452306,3,0,38696,0
1789787,178299,3,0,140267,0
1665614,121866,2,1,134479,1
447738,392181,0,1,92470,1
1465686,279810,5,1,141917,1
1828916,291096,5,1,230390,1
1121215,449957,5,0,88042,0
1599637,444302,1,0,161821,0
1713722,99339,5,1,123839,1
1772462,116593,3,1,152732,1
1512809,187489,0,1,30102,1
1602286,323928,5,0,174191,0
864729,310627,0,0,161022,0
792364,218861,5,1,174622,1
1843765,50654,1,1,233531,1
1279681,457722,4,1,57804,1
1773334,189433,3,1,162046,1
918747,394290,3,1,38647,1
1115223,426071,3,0,26206,0
281184,279524,0,0,285676,1
1764493,16703,2,0,132820,0
218719,42793,3,0,169573,0
1472655,212470,1,0,24963,0
1885707,372953,5,1,111200,1
1168127,432795,5,0,63386,0
703521,368617,1,0,44685,0
714063,110681,5,0,256568,0
1294356,492890,5,0,184971,0
1656978,150217,3,0,34962,0
237108,214725,5,0,138505,1
759226,77907,4,1,144056,1
1348479,27067,4,0,20507,0
590361,22022,0,1,231318,1
294931,233524,0,1,299332,1
868789,273576,1,1,281836,1
382200,58945,0,1,44311,1
1295142,293430,5,1,194818,1
1442552,419774,5,0,254509,0
923795,442133,4,0,298116,0
1032465,149392,1,0,186163,0
361909,274698,0,1,120324,1
1836448,368767,3,0,165255,0
1980729,286635,4,0,138534,0
1396916,54696,1,1,239552,1
1334780,160203,2,1,269519,1
901565,59452,2,0,173700,0
280486,152880,1,1,225420,1
1327601,100690,0,1,151874,1
1442101,465662,4,1,120729,1
1158479,345838,4,1,21798,1
914284,359308,5,1,216435,1
1934032,435583,2,0,288228,0
449776,154136,0,1,174419,1
373307,426528,2,0,22887,1
1196371,340615,1,0,131945,0
911666,162188,1,0,285433,0
1796350,439491,4,1,182333,1
1562362,194887,1,0,264149,0
1744029,441806,5,1,271919,1
1912325,487585,1,0,171445,0
1001728,294327,3,0,114129,0
1737073,209500,3,0,154032,0
1158775,52318,4,0,130114,0
335863,437358,3,1,125527,1
975460,143513,0,0,260786,0
1800521,456440,3,0,266105,0
868037,296233,3,0,241742,0
767091,77378,1,0,244238,0
1832605,127990,1,0,174815,0
1453398,240576,0,1,39883,1
720992,447361,0,0,187250,1
743941,430249,2,0,46207,0
1391265,15710,1,1,48034,1
1569756,384431,0,1,179155,1
1994435,482799,1,0,168839,0
217494,211242,4,0,224570,1
333691,269514,5,0,201884,1
248820,479051,4,0,160386,1
1676215,159961,0,0,95922,0
1271079,432946,4,1,84488,1
1566201,193870,2,0,239887,0
1024150,107631,5,1,244680,1
1550570,389206,5,0,129360,0
316795,105220,4,0,262392,0
1000584,264837,3,0,254659,0
1248178,144793,1,1,155653,1
761183,462661,1,1,293144,1
580598,253070,2,1,276985,1
1760862,476599,4,1,190165,1
243258,49758,0,1,97105,1
1655664,457315,2,0,211170,0
221350,139070,1,0,282748,1
262610,272546,3,1,218300,1
310328,288500,0,1,250575,1
1330153,342162,0,1,23717,1
1646623,388360,2,0,49664,0
980960,372705,2,0,122605,0
1587812,101541,0,0,81238,0
1613637,35515,1,1,22543,1
1214242,206143,0,0,189713,0
722061,203671,5,1,181636,1
1740801,116397,3,1,239373,1
1509923,140733,1,1,78196,1
1267413,282008,1,0,208743,0
1443710,290555,1,0,112543,0
1669747,303793,1,0,274643,0
277713,136714,1,1,245551,1
1635721,67734,2,1,98061,1
1432445,173670,0,1,72663,1
1972819,275290,4,1,49440,1
259567,153199,2,1,219338,1
785609,227364,3,1,280556,1
227856,153866,5,0,192523,1
282068,110501,2,1,76541,1
1900158,369966,1,0,229468,0
948840,336095,5,0,100288,0
432467,405382,2,1,225164,1
1513353,162439,5,0,27470,0
970982,262572,5,1,75295,1
976518,269872,3,0,152347,0
378248,246171,2,1,122858,1
1571532,452544,0,0,248758,0
1692226,12475,3,0,116267,0
890955,161494,0,1,228285,1
1462762,269416,4,0,116210,0
1375298,223155,3,0,167569,0
561343,76124,0,1,266890,1
1454224,107302,4,0,69448,0
907853,409782,3,1,223802,1
1905728,79587,5,1,132101,1
1508656,335850,0,1,74987,1
1690013,112895,3,0,194125,0
1313649,29323,5,1,289740,1
1241402,315169,4,0,230830,0
1084950,262608,1,0,268375,0
1861300,85055,4,0,204303,0
1415969,34086,2,1,269629,1
603724,404362,2,1,229431,1
1504757,210909,1,1,289050,1
1449938,31028,2,1,93035,1
264069,457523,4,0,102131,1
837754,383991,4,0,179946,0
1816975,73696,1,0,67799,0
1413034,61753,5,1,233878,1
546483,384282,5,0,54009,1
926435,31959,1,1,237108,1
513545,249978,5,1,239742,1
649994,492832,2,1,255817,1
508467,453684,1,0,55366,1
1922617,231400,3,1,138344,1
302713,71223,0,0,279206,0
763439,149967,1,0,124894,0
1341727,116804,0,0,239501,0
1750172,401788,5,0,159048,0
1045557,439846,4,0,209218,0
1095609,431973,0,0,95741,0
1739147,10713,5,0,180867,0
1037510,245098,4,1,285308,1
621190,368497,2,0,137816,0
1613826,327711,2,0,104495,0
1804101,183048,3,0,165559,0
1086204,440466,3,0,59451,0
1647941,64675,1,1,171067,1
957085,198277,5,1,74746,1
895033,452142,5,0,265024,0
961283,476136,4,1,54803,1
1198723,305184,4,0,74995,0
639551,160668,0,1,132008,1
1725920,390114,4,1,40712,1
1343839,27687,5,1,150165,1
877311,138573,1,1,101794,1
1899501,181784,1,1,166050,1
1819588,265481,3,1,234519,1
1815006,244238,0,1,60151,1
1587012,377499,5,0,51540,0
1772721,342904,4,1,248707,1
1590158,168026,3,0,200832,0
332152,143434,4,0,162017,0
481586,443786,0,1,26428,1
1582749,398305,5,1,160565,1
1086364,166330,1,1,151755,1
1781199,449866,2,1,258632,1
1325732,302931,0,0,52774,0
761234,420233,3,0,243768,0
1451152,375789,2,0,35969,0
937339,90437,1,0,97777,0
1795560,64487,2,1,59368,1
1703160,102760,5,1,262093,1
1534229,245117,0,1,203639,1
857916,335187,0,1,254612,1
982132,15607,1,1,282347,1
1743911,370242,0,0,212157,0
1796031,461672,3,1,205075,1
852320,381647,2,1,91382,1
210397,493737,0,1,36067,1
1947144,244353,1,0,76705,0
496683,70390,0,0,108942,0
253263,499932,1,1,209318,1
1448271,115475,3,0,33934,0
1925246,31044,2,0,299011,0
428571,63891,0,0,118731,0
1021788,109636,3,0,141660,0
477952,166805,1,1,273410,1
1131989,261227,1,0,259801,0
306129,451593,2,0,233680,1
864468,491580,3,1,124477,1
1311744,102538,0,0,293118,0
732152,499670,0,0,212922,1
337193,233494,0,0,91855,1
1074530,173990,2,1,183010,1
1008042,32401,0,0,22807,0
1650940,284372,4,1,252336,1
1729995,404964,0,0,208667,0
1724502,52671,1,0,93340,0
999257,205916,5,1,88859,1
1316950,422775,1,0,125943,0
1284665,15580,3,1,114476,1
588087,58449,3,0,201809,0
465077,260576,3,1,182174,1
321234,144513,4,1,95517,1
1937967,380467,2,1,25351,1
1486320,129961,1,0,80159,0
1620040,465800,0,1,31842,1
1180286,100332,0,1,196462,1
403953,492079,3,1,91501,1
1618339,96194,1,1,266584,1
1701248,378031,0,0,256148,0
1098021,481797,1,0,202239,0
1598792,269029,3,0,249576,0
503590,145399,5,0,181256,0
1981744,475687,3,1,68626,1
961430,451434,2,0,76570,0
1013155,185819,5,0,43941,0
1191788,193949,4,0,86941,0
613087,395642,4,0,62109,1
409014,183034,1,1,115945,1
1626096,234913,5,0,133742,0
1682416,221490,2,0,161489,0
684534,444567,2,0,141256,1
737607,155918,5,1,114691,1
964266,122252,1,0,115049,0
519824,246715,2,1,233649,1
1093368,18197,0,0,60998,0
1883958,330689,0,1,124528,1
1414774,294289,3,1,225104,1
1308080,439331,0,0,278807,0
1231570,332464,1,0,287283,0
1919713,416417,1,0,278238,0
1644609,99241,1,1,62131,1
464085,407384,0,0,123889,1
777259,492576,1,1,40916,1
1698849,396166,0,1,245905,1
750984,415951,1,1,214507,1
1989012,487551,0,0,83492,0
786181,477625,5,0,169617,1
1731752,244567,4,1,94376,1
1373563,456017,3,1,182294,1
544935,226811,5,0,271399,0
1429169,228039,4,0,77168,0
1364923,259156,2,0,295773,0
1967863,78078,3,1,274281,1
1469239,379525,1,1,86732,1
1763668,65415,1,0,152131,0
1212270,26975,2,0,142643,0
764128,459613,5,0,176199,1
1747520,250658,4,0,33941,0
959872,293133,4,1,205011,1
396198,355025,1,1,261158,1
848947,80154,5,1,130649,1
1346565,64926,3,1,140579,1
672290,404777,3,1,297070,1
1386757,118259,4,1,144349,1
1572427,354238,4,0,83155,0
1381128,451196,0,1,281119,1
1385451,292669,0,0,131327,0
1213861,296087,4,0,20857,0
1158878,374874,1,1,73749,1
1709956,255806,5,1,99192,1
684651,99653,3,1,264428,1
495617,303938,4,0,291444,1
1224094,191926,0,1,21839,1
636211,336994,4,1,142968,1
566513,161348,0,0,50891,0
1893519,463117,2,1,68920,1
1652068,329431,3,1,203544,1
738181,182945,3,0,59150,0
1568086,42473,0,0,97870,0
1345455,376554,5,0,220007,0
1681134,499039,4,0,213432,0
1663236,224774,1,1,140036,1
1843509,43429,1,0,211952,0
1712788,197807,3,0,35355,0
1855415,493079,3,0,260094,0
1742578,452612,4,1,50427,1
1551347,364187,1,0,137621,0
1581979,158330,0,0,86282,0
588847,67220,4,1,164696,1
304607,157194,2,0,49545,0
1861846,24747,1,1,101507,1
1674017,307742,1,1,177375,1
1088332,230473,0,1,196267,1
1063087,73166,2,0,23685,0
1715588,387556,2,0,96588,0
999221,357582,0,0,171971,0
1115022,323893,4,0,259520,0
1159390,140986,2,0,247380,0
1288846,449616,3,1,243870,1
651422,327115,5,0,178378,0
1716280,357454,3,0,142526,0
475154,348350,4,0,100754,1
372354,229619,4,1,113272,1
1480951,57775,2,0,152115,0
1477367,435394,4,0,280357,0
1540591,275777,1,0,103047,0
1601675,345240,3,0,243701,0
1911950,246920,3,1,235538,1
260096,80767,3,0,289535,0
1866702,42419,1,0,159096,0
1185491,243360,2,0,159809,0
1909844,470437,1,1,259453,1
1747986,342808,0,1,70475,1
208157,61243,4,0,206478,0
1530137,354568,2,0,233867,0
288681,402382,1,0,59917,1
1314141,112213,3,1,133489,1
246283,184289,5,0,163852,1
1318255,309525,4,1,57885,1
1281828,225806,2,1,292421,1
410477,179303,0,0,293328,0
1484377,153016,0,1,296832,1
866522,362858,3,1,241364,1
1734620,200996,0,1,253803,1
785653,116198,2,1,245174,1
588612,367909,0,1,159554,1
1258153,486978,2,0,39056,0
999892,386662,3,1,239535,1
825984,433173,0,1,159734,1
1246269,223137,4,1,203146,1
1762510,427243,3,1,158443,1
1029785,304086,0,1,29832,1
1154334,61747,1,1,253800,1
1944701,497633,3,0,179324,0
1337987,57001,3,1,204526,1
978172,200749,5,1,101559,1
1924101,454735,1,0,247524,0
1382267,221895,1,0,163842,0
253914,304705,3,0,91068,1
943985,356418,4,0,98910,0
396599,115380,2,0,189092,0
327550,354009,5,1,156760,1
1718614,405981,5,0,191946,0
1839879,193172,5,1,25438,1
463346,33099,3,1,154682,1
1141037,215750,1,0,128912,0
1514408,111400,0,0,193376,0
739489,159190,2,1,169681,1
1449961,445990,4,1,37512,1
1862515,230402,5,1,296591,1
1743932,329611,5,0,264768,0
1696607,195973,3,1,198925,1
1717424,275870,1,1,80412,1
1292096,425177,3,1,160402,1
1659861,429471,5,0,166870,0
1494986,339512,1,1,147465,1
723989,284337,0,1,266836,1
673132,156911,3,0,60549,0
940642,189006,3,0,242513,0
549190,393751,1,0,233006,1
1425265,33149,4,1,281479,1
1145245,321080,2,1,255527,1
1478174,47850,5,1,106978,1
535072,307729,5,1,109995,1
1038072,252621,4,1,125249,1
943630,411819,0,0,82706,0
1880942,409313,3,1,267901,1
1423292,90933,1,1,145788,1
1228252,115171,3,0,162978,0
